id,商品タイトル,商品紹介,サイズ・容量,規格,出荷条件,良品返品,注文について,JANコード,url
319,3WAYハンディ扇風機（ライト付き）,,サイズ：210×105×43mm 箱サイズ：110×105×60mmリチウム電池×1個(付)素材：ポリプロピレン、ABS樹脂パッケージ：化粧箱入,外でもデスクでも涼しい！今夏はmy扇風機を携帯♪ノベルティ、雑貨、景品、ギフト、プレゼント、小物、景品、ギフト、流行、タオル、夏、summer、イベント,5営業日以内,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/230560/es-193032
320,瞬間冷却パック,,サイズ：約150×126mm素材：水、ポリエチレン、硝酸アンモニウムパッケージ：,パンッ！と叩いてすぐ冷却！手軽に冷やせるフローズンパック。ノベルティ、雑貨、景品、ギフト、プレゼント、小物、景品、ギフト、流行、タオル、夏、summer、イベント,5営業日以内,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/230560/es-193028
321,アニマル保冷剤3P,,サイズ：255×85×12mm素材：水、高吸水性樹脂、プロピレングリコールパッケージ：ポリ袋入,ボリューム◎な３連結。夏のレジャーに大活躍！切り離して使えます。ノベルティ、雑貨、景品、ギフト、プレゼント、小物、景品、ギフト、流行、タオル、夏、summer、イベント,5営業日以内,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/230560/es-193031
322,新発売 レディースファッション 水着 美バスト ビキニ 3点セット リラックス ワイヤーなし セクシー,,■すべて平置きサイズです。サイズ表の実寸法は商品によって1～2cm程度の誤差がある場合がございますので、予めご了承ください。,■素材：ポリエステル ポリウレタン■原産国：中国,ご入金確認後4-7営業日で商品を配送いたします,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/585056/AYWLG-76174
323,新発売 レディースファッション 水着 美バスト ビキニ 2点セット リラックス ワイヤーなし セクシー,,■すべて平置きサイズです。サイズ表の実寸法は商品によって1～2cm程度の誤差がある場合がございますので、予めご了承ください。,■素材：ポリエステル ポリウレタン■原産国：中国,ご入金確認後4-7営業日で商品を配送いたします,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/585056/AYWLG-76229
324,新発売 レディースファッション 水着 美バスト ビキニ 2点セット リラックス ワイヤーなし セクシー,,■すべて平置きサイズです。サイズ表の実寸法は商品によって1～2cm程度の誤差がある場合がございますので、予めご了承ください。,■素材：ポリエステル ポリウレタン■原産国：中国,ご入金確認後4-7営業日で商品を配送いたします,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/585056/AYWLG-76230
325,ピアス＆イヤリングc1163,,"画像のご確認お願い致します。
※ 平置き・メージャー採寸の為、若干の誤差が生じる場合がございます。
ご了承の上ご注文下さい。
サイズについて、
掲載されている商品のサイズはメーカーさんからのご提供でございます。
仕入タイミング、ロット数によりまれにサイズの誤差が発生致します。
サイズの誤差のより(誤差の大きさ関係なく）ご返品一切受け付けておりません。
予めご了承上ご購入下さい。",,2週間,不可,取引申請が必要です,,https://www.netsea.jp/shop/514648/c1163
326,ピアス＆イヤリングc1164,,"画像のご確認お願い致します。
※ 平置き・メージャー採寸の為、若干の誤差が生じる場合がございます。
ご了承の上ご注文下さい。
サイズについて、
掲載されている商品のサイズはメーカーさんからのご提供でございます。
仕入タイミング、ロット数によりまれにサイズの誤差が発生致します。
サイズの誤差のより(誤差の大きさ関係なく）ご返品一切受け付けておりません。
予めご了承上ご購入下さい。",,2週間,不可,取引申請が必要です,,https://www.netsea.jp/shop/514648/c1164
327,ピアス＆イヤリングc1165,,"画像のご確認お願い致します。
※ 平置き・メージャー採寸の為、若干の誤差が生じる場合がございます。
ご了承の上ご注文下さい。
サイズについて、
掲載されている商品のサイズはメーカーさんからのご提供でございます。
仕入タイミング、ロット数によりまれにサイズの誤差が発生致します。
サイズの誤差のより(誤差の大きさ関係なく）ご返品一切受け付けておりません。
予めご了承上ご購入下さい。",,2週間,不可,取引申請が必要です,,https://www.netsea.jp/shop/514648/c1165
328,激安◎ビジネス メンズ ダンディズム ネクタイ*タイピン*カフスボタン*ポケットチーフ☆贈答セット☆花柄,KB01,"ネクタイ:146x8x3.5cm
ポケットチーフ：25x25cm
カフスボタン：1.6cm
ケース：16x10.5x7cm　　　　　素材：100%ポリエステル 　　　　重0.22 kg",本店の 【 メンズ ファッション雑貨】ここにクリック,ご注文は5個以上からお好きな数量でお願い致します。,不可,会員のみ注文が可能です,01,https://www.netsea.jp/shop/296001/KB01
329,激安◎ビジネス メンズ ダンディズム ネクタイ*タイピン*カフスボタン*ポケットチーフ☆贈答セット☆花柄,KB-02,"ネクタイ:146x8x3.5cm
ポケットチーフ：25x25cm
カフスボタン：1.6cm
ケース：16x10.5x7cm　　　　　素材：100%ポリエステル 　　　　重0.22 kg",本店の 【 メンズ ファッション雑貨】ここにクリック,ご注文は5個以上からお好きな数量でお願い致します。,不可,会員のみ注文が可能です,02,https://www.netsea.jp/shop/296001/KB-02
330,激安◎ビジネス メンズ ダンディズム ネクタイ*タイピン*カフスボタン*ポケットチーフ☆贈答セット☆花柄,KB03,"ネクタイ:146x8x3.5cm
ポケットチーフ：25x25cm
カフスボタン：1.6cm
ケース：16x10.5x7cm　　　　　素材：100%ポリエステル 　　　　重0.22 kg",本店の 【 メンズ ファッション雑貨】ここにクリック,ご注文は5個以上からお好きな数量でお願い致します。,不可,会員のみ注文が可能です,03,https://www.netsea.jp/shop/296001/KB03
331,girl-パンツ【春夏新作】,ブラック,【S】ウエスト約62cm 丈約91cm ヒップ約72cm 渡り幅約45cm 【M】ウエスト約66cm 丈約92cm ヒップ約76cm 渡り幅約47cm 【L】ウエスト約70cm 丈約93cm ヒップ約80cm 渡り幅約49cm 【XL】ウエスト約74cm 丈約94cm ヒップ約84cm 渡り幅約51cm,コットン65% ポリエステル35%,※発送におよそ1週間～10日程度かかります。発送後問い合わせ番号をお知らせいたします。,不可,会員のみ注文が可能です,alieal-a686,https://www.netsea.jp/shop/452554/alieal-a686
332,girl-Ｔシャツ♪全8色◆【春夏新作】,ブラック、ホワイト、ベージュ、イエロー、グリーン、ブルー、パープル、オレンジ,【F】バスト約98cm 丈約63cm 肩幅約50cm 袖丈約18cm,コットン65% ポリエステル35%,※発送におよそ1週間～10日程度かかります。発送後問い合わせ番号をお知らせいたします。,不可,会員のみ注文が可能です,alieal-f107,https://www.netsea.jp/shop/452554/alieal-f107
333,girl-Ｔシャツ♪全7色◆【春夏新作】,イエロー、ベージュ、ワインレッド、ホワイト、ブルー、レッド、ブラック,【F】バスト約104cm 丈約59-66cm 袖丈約18cm,コットン65% ポリエステル35%,※発送におよそ1週間～10日程度かかります。発送後問い合わせ番号をお知らせいたします。,不可,会員のみ注文が可能です,alieal-f125,https://www.netsea.jp/shop/452554/alieal-f125
334,2019年夏子供服キッズセット　ガールズシャツ　パンツ２点セット110CM-160CM,2019夏新作,"★5T/110CM　
★6T/120CM　
★7T/130CM　
★8T/140CM　
★9T/150CM　
★10T/160CM","★素材：棉　ポリエステル
★生産地：中国製
★包装状況：P.P.袋",こちらの商品は予約販売でございます、出荷は2週間営業日目安になります。,不可,取引申請が必要です,,https://www.netsea.jp/shop/531732/905179
335,2019年夏子供服キッズセット　ガールズシャツ　パンツ２点セットヒョウ柄110CM-160CM,2019夏新作,"★5T/110CM　
★6T/120CM　
★7T/130CM　
★8T/140CM　
★9T/150CM　
★10T/160CM","★素材：棉　ポリエステル
★生産地：中国製
★包装状況：P.P.袋",こちらの商品は予約販売でございます、出荷は2週間営業日目安になります。,不可,取引申請が必要です,,https://www.netsea.jp/shop/531732/905180
336,2019年夏子供服キッズセット　ガールズシャツ　スカート２点セット花柄110CM-160CM,2019夏新作,"★5T/110CM　
★6T/120CM　
★7T/130CM　
★8T/140CM　
★9T/150CM　
★10T/160CM","★素材：棉　ポリエステル
★生産地：中国製
★包装状況：P.P.袋",こちらの商品は予約販売でございます、出荷は2週間営業日目安になります。,不可,取引申請が必要です,,https://www.netsea.jp/shop/531732/905181
337,ロイヤルアーデンランチョンマット シルバー＆ベージュ 2枚セット 72570,華やかな模様のランチョンマット,45×0.1×22cm重量0.041kg原産国：台湾材質：ポリ塩化ビニル,,在庫がある場合は1～2営業日で出荷　在庫がない場合は4～5日で出荷 ※但し商品により異なります,不可,取引申請が必要です,4580135301235,https://www.netsea.jp/shop/7183/4580135301235
338,ロイヤルアーデンランチョンマット ゴールド＆ベージュ 2枚セット 72571,華やかな模様のランチョンマット,45×0.1×22cm重量0.041kg原産国：台湾材質：ポリ塩化ビニル,,在庫がある場合は1～2営業日で出荷　在庫がない場合は4～5日で出荷 ※但し商品により異なります,不可,取引申請が必要です,4580135301242,https://www.netsea.jp/shop/7183/4580135301242
